cleaned_message,sentiment
baba even though market be volatile our trader get that bread with again some killer trade this week so what be you wait for stop trade alone join thriving international community of trader and take the guesswork out of your trading sign up for our free week trial access pass today at,Bullish
whitemediumstar freedom stocks watchlist for tomorrow pt whitemediumstar gild near deal to buy immunomedics for could be set up for short term fdx er come up this tues after market close could be set up for monster move here adbe service in high demand during the pandemic if they beat on all cylinder could see easily er tues after bell aqst get the team in here few week ago keep on your radar for tom baba get cheap at these level here watch for by eow,Bullish
baba why be that fuck dog wear hat that be not make in the usa,Bullish
baba if biden win this will soar,Bullish
baba toda moon rocket rocket rocket rocket crescentmoon,Bullish
nflx baba avgo nflx aapl tqq these be my buying level for each,Bullish
baba tatistical omparison by ay erformance bullish vs bearish ver month month and month eriods backhandindexpointingleft eye eye winkingface rocket rocket rocket mo onday chartincreasingwithyen vs chartdecreasing heavycheckmark uesday chartincreasingwithyen vs chartdecreasing heavycheckmark ednesday chartincreasingwithyen vs chartdecreasing heavycheckmark hursday chartincreasingwithyen vs chartdecreasing heavycheckmark riday chartincreasingwithyen vs chartdecreasing heavycheckmark mo onday chartincreasingwithyen vs chartdecreasing heavycheckmark uesday chartincreasingwithyen vs chartdecreasing heavycheckmark ednesday chartincreasingwithyen vs chartdecreasing heavycheckmark hursday chartincreasingwithyen vs chartdecreasing heavycheckmark riday chartincreasingwithyen vs chartdecreasing heavycheckmark mo onday chartincreasingwithyen vs chartdecreasing heavycheckmark uesday chartincreasingwithyen vs chartdecreasing heavycheckmark ednesday chartincreasingwithyen vs chartdecreasing heavycheckmark hursday chartincreasingwithyen vs chartdecreasing heavycheckmark riday chartincreasingwithyen vs chartdecreasing heavycheckmark,Bullish
smartoptions register unusual activity alert delayed baba call mar exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence baba etsy,Bullish
trip down memory lane tsla be trade tsla since the beginning baba still hold this as well,Bullish
baba wowoow rocket rocket rocket rocket,Bullish
baba i notice cathie wood buy some few day ago,Bullish
baba the fib be hold up well for support during the tech pullback level to trade,Bullish
smartoptions register unusual activity alert delayed baba call mar exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence,Bullish
nio ironic how basher like to warn against chinese scam stock and would never buy them and then on the other hand you have get nkla be long time holder of baba and new holder of nio they be both long term hold not gamble,Bullish
snow this ipo remind me baba ipo so many people with no clue about company or what an ipo be for that matter then lose few day later want to blame sec for their loss do your due diligence people this be great company but do not act like you know what you be do then ask when the ipo date be lol facewithtearsofjoy,Bullish
spaq i wish you guy the good of luck soon itll be fisk but i think the ev stock that will prosper be dphc wkhs and nio workhorse for the immense opportunity of not only build the next fleet of usps car but perhaps ups dhl and fedex contract will follow as well the future be electric and the burning of fossil fuel will be less common for company like this nio have large advantage over other ev company as its already sell more vehicle in china year over year and have the same issue tesla have which be have high demand but not enough to fulfill order fuck chinese stock but i be wrong about baba and im willing to take gamble with nio with the promising future it show and humble ceo,Bullish
jd this have to be the most frustrating put scalp i just know it would test so i play the and put only to make and on each trade my zm scalp be far well at that be say this and baba be look really strong no sell pressure in either would love gap down on monday i will be look for swing on both next week,Bullish
uvxy policecarlight buy alert watch closely next week for entry will alert when i buy look like great risk vs reward okay go into election uncertainty will be post my top pick for the week monday evening next week stay tune other on watch goog baba li btcx dm for discord,Bullish
baba when be this chinese adr go to take dirt nap sub probably late next year,Bearish
jd glad i sell at but at these price it may be worth grab some lt call add to my shopping list along with baba,Bullish
baba and ual put also look nice next week,Bearish
baba see you at next weeklol,Bearish
smartoptions register unusual activity alert delayed mrk call jan exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence spy amzn baba,Bullish
baba trade idea oct put,Bearish
baba finish your work bull we need to work work work,Bullish
baba this be go to explode next week dark pool do not lie,Bullish
wb buy more at level this stock have so much potential with narrow moat the datum it hold be enough for buyout from baba or tencent,Bullish
smartoptions register unusual activity alert delayed baba call mar exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence amzn,Bullish
baba,Bearish
baba bidu tencent jd chinese stock be go much low china be communism an the world be shun communism right now this be the time to sell before these company get de list,Bearish
xpev part tsla have alot of innovative business strategy that be valuable and exciting with alibaba baba as an effective owner of xpev i see the same innovation potential for xpev if not more imagine what tsla would look like if amzn own that be what we be look at with the xpev baba ownership relationship explosive innovation and growth possible in china and globally tsla will deliver this year globally while xpev may deliver about imo almost all in china tsla charge more for their car and have low mile range so i like xpev well on the china story and fundamental,Bullish
