,index,sentiment,cleaned_message
335,351,Bullish,aapl gorgeous iphone pro design look like the real deal
336,353,Bullish,aapl hold your share target this week to be possible fire smilingfacewithheart eye fire market be bullish
337,354,Bullish,aapl yezzir
338,355,Bullish,aapl apple up in antarctica
339,357,Bullish,aapl bears be so fucken ignorant
340,358,Bullish,aapl apple be up in germany
341,359,Bullish,aapl the analyst offer month price forecast for apple inc have median target of with high estimate of and low estimate of the median estimate represent increase from the last price of
342,361,Bullish,aapl look for entry on the open and ride this bitch
343,362,Bullish,aapl spy goldman deutsche say us stock selloff may be close to an end
344,363,Bullish,aapl anyone that hold put into the weekend be now on suicide watch this week
345,364,Bullish,pton aapl rumor be swirl apple be sit on in cash and trading for close to an all time high if they be to make an acquisition now would be the time to do it apple and peloton both have investor conference on tuesday as well this be where people be think it could be announce now this be obviously not super likely to happen but the chance be there pton should run heavy on hype monday through tuesday morning lead into the conference i personally plan to swing pton through tuesday morning and will probably take profit tuesday pre conference with my trading strategy secure profit on rumor as usually the rumor do not go into fruition either way rumor be everywhere people be excited and pton just absolutely kill earning pton sit on short float as well squeeze could come run it up to once again as we just see those level friday morning
346,365,Bullish,aapl sweet dream to all and hope for the good this week i need to go back to sleep greenapple
347,366,Bullish,how you can make trading options smartoptionsaipostmillion spy aapl tsla
348,367,Bullish,aapl end of week
349,368,Bullish,aapl eye eye
350,369,Bullish,good morning bull future rip this week promise after the recent pullback let 's go esf spy aapl qq
351,370,Bullish,aapl future start to take off almost up
352,371,Bullish,spy hear the aapl event and fed minute happen same day can only mean thing iphone with build in printer oh and tsla make the battery i be all in all think about it
353,372,Bullish,this fucking idiot will be get his margin call time to file for bankruptcy rollingonthefloorlaughing clownface aapl qq
354,373,Bullish,aapl dollarbanknote dollarbanknote dollarbanknotecome from india good news smilingfaceselector india dollarbanknote india dollarbanknote
355,375,Bullish,aapl what be your pt for this week
356,376,Bullish,aapl iphone this week
357,377,Bullish,the secrets they dont want you to know shh spy tsla aapl
358,378,Bullish,aapl should be solid day
359,379,Bullish,aapl go to be an auction tomorrow
360,380,Bullish,aapl i be just as bullish as the next guy but let us all be realistic amp give this bad boy nice opening price
361,381,Bullish,aapl whatchamacallit this be go to be good week for us
362,382,Bullish,spce aapl
363,383,Bullish,aapl get ready for lift off on monday through the roof baby
364,384,Bullish,aapl tsla bear know they fuck up
365,385,Bullish,baba trade at dollar discount at least
366,386,Bullish,baba massive news invest in grab
367,387,Bullish,wkhs amzn baba plug remember this article wkhs have shoot up since then and have new catalyst with the usps mail truck contract to go much high
368,388,Bullish,smartoptions register unusual activity alert delayed baba call sept exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence
369,389,Bullish,baba be shoulder to shoulder with amzn and shop share by next year
370,390,Bullish,baba should have buy more share this past friday maybe big up day tomorrow
371,391,Bullish,amd baba gain access and experience the good live trading room for day and swing trader
372,392,Bullish,baba even though market be volatile our trader get that bread with again some killer trade this week so what be you wait for stop trade alone join thriving international community of trader and take the guesswork out of your trading sign up for our free week trial access pass today at
373,393,Bullish,whitemediumstar freedom stocks watchlist for tomorrow pt whitemediumstar gild near deal to buy immunomedics for could be set up for short term fdx er come up this tues after market close could be set up for monster move here adbe service in high demand during the pandemic if they beat on all cylinder could see easily er tues after bell aqst get the team in here few week ago keep on your radar for tom baba get cheap at these level here watch for by eow
374,394,Bullish,baba why be that fuck dog wear hat that be not make in the usa
375,395,Bullish,baba if biden win this will soar
376,396,Bullish,baba toda moon rocket rocket rocket rocket crescentmoon
377,397,Bullish,nflx baba avgo nflx aapl tqq these be my buying level for each
378,398,Bullish,baba tatistical omparison by ay erformance bullish vs bearish ver month month and month eriods backhandindexpointingleft eye eye winkingface rocket rocket rocket mo onday chartincreasingwithyen vs chartdecreasing heavycheckmark uesday chartincreasingwithyen vs chartdecreasing heavycheckmark ednesday chartincreasingwithyen vs chartdecreasing heavycheckmark hursday chartincreasingwithyen vs chartdecreasing heavycheckmark riday chartincreasingwithyen vs chartdecreasing heavycheckmark mo onday chartincreasingwithyen vs chartdecreasing heavycheckmark uesday chartincreasingwithyen vs chartdecreasing heavycheckmark ednesday chartincreasingwithyen vs chartdecreasing heavycheckmark hursday chartincreasingwithyen vs chartdecreasing heavycheckmark riday chartincreasingwithyen vs chartdecreasing heavycheckmark mo onday chartincreasingwithyen vs chartdecreasing heavycheckmark uesday chartincreasingwithyen vs chartdecreasing heavycheckmark ednesday chartincreasingwithyen vs chartdecreasing heavycheckmark hursday chartincreasingwithyen vs chartdecreasing heavycheckmark riday chartincreasingwithyen vs chartdecreasing heavycheckmark
379,399,Bullish,smartoptions register unusual activity alert delayed baba call mar exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence baba etsy
380,400,Bullish,trip down memory lane tsla be trade tsla since the beginning baba still hold this as well
381,401,Bullish,baba wowoow rocket rocket rocket rocket
382,402,Bullish,baba i notice cathie wood buy some few day ago
383,403,Bullish,baba the fib be hold up well for support during the tech pullback level to trade
384,404,Bullish,smartoptions register unusual activity alert delayed baba call mar exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence
385,405,Bullish,nio ironic how basher like to warn against chinese scam stock and would never buy them and then on the other hand you have get nkla be long time holder of baba and new holder of nio they be both long term hold not gamble
386,406,Bullish,snow this ipo remind me baba ipo so many people with no clue about company or what an ipo be for that matter then lose few day later want to blame sec for their loss do your due diligence people this be great company but do not act like you know what you be do then ask when the ipo date be lol facewithtearsofjoy
