index,sentiment,cleaned_message
343,Bearish,gs what up goldman ruin the world tax avoider etc
344,Bearish,tsla and gs warn this am corona be lot bad than it look at the moment tesla be also affect by that exclude the fact it be big bubble of the year spy
345,Bullish,amd how the heck do mu beat us to that be nonsense amd be the company mu be now we must hit tomorrow just to make me feel whole again facewithtearsofjoy
346,Bullish,amd mu mrvl financial transaction tax more liberal tomfoolery would hit the avg person with in the market for about yr accord to article
347,Bullish,mu strong close peak profit from our signal at am
348,Bearish,mu seem like every time mu hit it die tomorrow
349,Bullish,mu highest close since sometime in june of think
350,Bullish,amd mu mrvl this week go like last week do so far what time to be invest
351,Bullish,mu some asshat put like on the ask with second to go in close didnt wanna see what bitch
352,Bullish,mu lol couldnt give us that last penny bastage
353,Bullish,gs beautiful entry
354,Bullish,amd be of good individual investor stock in decade will come soon than later amd stock have provide profit return since its turn around on february year of perfect corporate and company execution bears shorts intel contra fund etc have prove wrong and useless for more than straight year intc gs
355,Bearish,nyse quotsellquot signal generate for the follow issue goldmansachs gs last trading sell at market st target place gtc stop loss order
356,Bullish,examine expire machine generated signals starters stock feb wk weekly win rate barchart signalclubioexpiredsignalsstartersfebwkw ntdoy chartincreasing feb wk gt chartincrease from to correct dnkn chartincreasing feb wk gt chartincrease from to correct labd chartincreasing feb wk gt chartdecrease from to missed abbv chartincreasing feb wk gt chartincrease from to correct
357,Bullish,fb quick test of the ema support this morning and then straight up clear the ema and were home free light volume in the gap above up to red macd look tired and ready to turn
358,Bullish,shop tsla fb aapl twtr
359,Bullish,fb this be on monday morning before pivotal
360,Bullish,fb build quick bull flag start with that big pole this morning
361,Bullish,fb hahaha silly bear
362,Bullish,fb its go time
363,Bullish,fb load call go to be fire
364,Bullish,fb here we go
365,Bullish,fb shakeouts before the real move up in coming day dont regret
366,Bullish,stc nflx mar
367,Bullish,ulta panw nflx clean clean chart to sleep on
368,Bullish,nflx goo
369,Bullish,nflx i be on fire bbq in play
370,Bullish,nflx break this wall
371,Bullish,nflx fb nice move chartincrease moneybag checkmark
372,Bearish,nflx fraud
373,Bullish,tsla shop nflx on mission to destroy short career
374,Bullish,stc nflx feb up against resistance still have ton of later date call and spread prob sell some otm call here against exist call
375,Bearish,goog pull back i be expect
376,Bullish,mu tech overdue for profit takingbut long term great
377,Bullish,mu like i have say always sell good amount when you see big upgradei sell up nearly buck an kept som long haulbuy on downgrade be do this many year
378,Bullish,mu have approximately usd go to the short side at pct short the bears be few
379,Bullish,dip be an opportunity to buy the way some folk look at thing make them make some wrong decision some folk would say this be rabbits head some would say this be ducks head amd fb nflx msft mu
380,Bullish,mu qq xlk update micron stock rally as another analyst affirm memory chip market recovery
381,Bullish,tsla jpm buy worth tesla last quarter jpm
382,Bullish,jpm have approximately usd go to the short side at pct short the bears be few
383,Bullish,stock for you to swing trade dbx gcp sfix
384,Bearish,msft my itm call be under attack outty sell to the next sucker
385,Bullish,twtr
386,Bullish,twtr hurry
388,Bullish,twtr sell at buy around its coil
389,Bullish,twtr be red ever since er pop
390,Bullish,twtr let us go green you piece of crap
391,Bullish,twtr look good the rabblerouser with little skin in the game short have do their selling
392,Bearish,twtr this be what happen when you have ceo who could care less about shareholder
393,Bullish,twtr bounce off support as mention yesterday and again today now chartincreasing
394,Bearish,twtr
395,Bullish,msft corona be the reason why rate will not rise we may cut rate
396,Bullish,msft prepare for liftoff launch pad create
397,Bullish,msft dip arent meant for waiting theyre meant to be bought spy spce
398,Bullish,msft be that all the dip you get cool your rsi bit more girl
399,Bearish,i will repeat this because people be get pump by dumbsses on this crap msft its up in trading day and bull think this be oversold lmfao this board be full of idots do not buy call youve been warned
400,Bullish,oxy bx msft no stop the machine keep short sore loser bear
401,Bullish,amt cci good play especially after the big sprint and mobile merger aapl
402,Bullish,amt upgrades should come follow the merger of sprint and mobile cci aapl
403,Bearish,aapl virnetxs stock rallies after court denied apple rehearing of patent infringement case marketwatch
404,Bullish,i go to docu from dltr lead the sign document space and most likely will get acquire by adbe msft aapl
405,Bearish,aapl i tell you all this virus be bad and apple be head to percent in phone sale in china come
406,Bullish,aapl
407,Bullish,green and go high aapl tsla amzn spy btcx
408,Bullish,spy antitrust breakup of large tech drive this rally in my opinion googl aapl amzn fb
409,Bearish,spy add more aapl put because i be degenerate
410,Bullish,ethx jpmorgan in talk to merge blockchain unit with consensys reuters jpm
411,Bullish,chgg all college student use this for chegg study and to rent book i have be use it myself that past few year
412,Bullish,chgg sp now er tonight and feb call get much love today low put volume expectation risk may be bit elevated but also good chance for second gap up on the er these often occur twice in row when come off of recent low lt ascend channel above at to
